X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
145.35698,-37.909348,11,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BELGRAVE AMBULANCE STATION,OPERATIONAL,,BELGRAVE,VICTORIA,3160,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.909348,145.35698,,,GAVIC423517823,6 BAYVIEW ROAD,0,3160,BELGRAVE,0,-37.90934805,145.3569796
144.326704,-38.189816,12,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BELMONT AMBULANCE STATION,OPERATIONAL,,BELMONT,VICTORIA,3216,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.189816,144.326704,,,GAVIC425244547,9 REYNOLDS ROAD,1,3216,BELMONT,0,-38.18981655,144.3267032
144.283021,-36.751499,13,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BENDIGO AMBULANCE STATION,OPERATIONAL,,BENDIGO,VICTORIA,3550,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.751499,144.283021,,,GAVIC425092639,8-10 ULEY STREET,0,3550,BENDIGO,0,-36.75149915,144.2830211
145.296259,-37.836677,14,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BORONIA AMBULANCE STATION,OPERATIONAL,,BORONIA,VICTORIA,3155,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.836677,145.296259,,,GAVIC413636886,29 KALMAN DRIVE,1,3155,BORONIA,0,-37.83667668,145.2962584
145.116001,-37.812833,15,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BOX HILL AMBULANCE STATION,OPERATIONAL,,BOX HILL,VICTORIA,3128,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.812833,145.116001,,,GAVIC420400489,492 ELGAR ROAD,2,3128,BOX HILL,0,-37.812833,145.116
145.1144386,-37.82108131,16,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,DONCASTER AMBULANCE STATION,OPERATIONAL,,BOX HILL,VICTORIA,3128,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.82108131,145.1144386,,,GAVIC420107210,406 ELGAR ROAD,2,3128,BOX HILL,0,-37.821081,145.114439
146.9726079,-36.72777691,17,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BRIGHT AMBULANCE STATION,OPERATIONAL,,BRIGHT,VICTORIA,3741,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.72777691,146.9726079,,,GAVIC420865310,45 MOUNTBATTEN AVENUE,0,3741,BRIGHT,0,-36.72777714,146.972608
145.017684,-37.915071,18,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BRIGHTON AMBULANCE STATION,OPERATIONAL,,BRIGHTON EAST,VICTORIA,3187,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.915071,145.017684,,,GAVIC421142079,641 NEPEAN HIGHWAY,2,3187,BRIGHTON EAST,0,-37.91507,145.017683
144.9510438,-37.6911198,19,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HADFIELD AMBULANCE STATION,OPERATIONAL,,BROADMEADOWS,VICTORIA,3047,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.6911198,144.9510438,,,GAVIC423897871,38 THE GATEWAY ,1,3047,BROADMEADOWS,0,-37.69111951,144.9510441
145.058763,-37.699175,20,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MICA 15 AMBULANCE STATION,OPERATIONAL,,BUNDOORA,VICTORIA,3083,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.699175,145.058763,,,GAVIC411020201,1316 PLENTY ROAD,1,3083,BUNDOORA,0,-37.69917528,145.0587631
145.159782,-37.853442,21,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,VERMONT SOUTH AMBULANCE STATION,OPERATIONAL,,BURWOOD EAST,VICTORIA,3151,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.853442,145.159782,,,GAVIC420759037,287-293 BURWOOD HIGHWAY,1,3151,BURWOOD EAST,0,-37.85344273,145.1597815
145.074829,-37.84753001,22,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HARTWELL AMBULANCE STATION,OPERATIONAL,,CAMBERWELL,VICTORIA,3124,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.84753,145.074829,,,GAVIC420409375,616 CAMBERWELL ROAD,1,3124,CAMBERWELL,0,-37.84753,145.074829
144.9696635,-37.65495984,23,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,NORTH SRC AMBULANCE STATION,OPERATIONAL,,CAMPBELLFIELD,VICTORIA,3061,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.65495984,144.9696635,,,GAVIC424281865,47 METROLINK CIRCUIT,1,3061,CAMPBELLFIELD,0,-37.65495993,144.9696638
144.9454561,-37.64332143,24,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ROXBURGH PARK AMBULANCE STATION,OPERATIONAL,,CAMPBELLFIELD,VICTORIA,3061,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.64332143,144.9454561,,,GAVIC425466901,6 LEADER STREET,1,3061,CAMPBELLFIELD,0,-37.64332155,144.9454565
145.718101,-37.19553763,25,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ALEXANDRA AMBULANCE STATION,OPERATIONAL,,ALEXANDRA,VICTORIA,3714,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.19553763,145.718101,,,GAVIC425744480,18 WATTLE STREET,0,3714,ALEXANDRA,105,-37.19601977,145.7170886
145.020041,-37.782144,26,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,NORTHCOTE AMBULANCE STATION,OPERATIONAL,,ALPHINGTON,VICTORIA,3078,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.782144,145.020041,,,GAVIC424531315,23-27 AUSTIN STREET,0,3078,ALPHINGTON,0,-37.7821447,145.0200409
144.846152,-37.831169,27,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ALTONA AMBULANCE STATION,OPERATIONAL,,ALTONA NORTH,VICTORIA,3025,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.831169,144.846152,,,GAVIC421026975,391-397 BLACKSHAWS ROAD,1,3025,ALTONA NORTH,0,-37.831168,144.846152
144.184569,-38.40985,28,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ANGLESEA AMBULANCE STATION,OPERATIONAL,,ANGLESEA,VICTORIA,3230,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.40985,144.184569,,SENIOR CITIZENS CLUB,GAVIC420042811,3 MCMILLAN STREET,2,3230,ANGLESEA,0,-38.4098498,144.1845693
143.664519,-38.753927,29,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,APOLLO BAY AMBULANCE STATION,OPERATIONAL,,APOLLO BAY,VICTORIA,3233,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.753927,143.664519,,,GAVIC421178439,6 PENGILLEY AVENUE,2,3233,APOLLO BAY,0,-38.75392728,143.6645184
142.931357,-37.278496,30,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ARARAT AMBULANCE STATION,OPERATIONAL,,ARARAT,VICTORIA,3377,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.278496,142.931357,,,GAVIC423746450,2 BASHAM STREET,0,3377,ARARAT,0,-37.27849614,142.9313564
143.468534,-37.092609,31,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,AVOCA AMBULANCE STATION,OPERATIONAL,,AVOCA,VICTORIA,3467,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.092609,143.468534,,,GAVIC421869799,5 LIEBIG STREET,1,3467,AVOCA,0,-37.0926093,143.4685342
144.443236,-37.676419,32,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BACCHUS MARSH AMBULANCE STATION,OPERATIONAL,,BACCHUS MARSH,VICTORIA,3340,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.676419,144.443236,,,GAVIC421556719,230 MAIN STREET,1,3340,BACCHUS MARSH,3,-37.67642362,144.4432717
147.613099,-37.829588,33,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BAIRNSDALE AMBULANCE STATION,OPERATIONAL,,BAIRNSDALE,VICTORIA,3875,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.829588,147.613099,,,GAVIC424450137,446 MAIN STREET,1,3875,BAIRNSDALE,0,-37.82958754,147.6130984
143.8664852,-37.56120107,34,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BALLARAT AMBULANCE STATION,OPERATIONAL,,BAKERY HILL,VICTORIA,3350,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.56120107,143.8664852,,BALLARAT AND DISTRICT AMBULANCE STATION,GAVIC423548274,46 HUMFFRAY STREET,1,3350,BAKERY HILL,0,-37.56120096,143.8664854
144.228794,-37.602334,35,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BALLAN AMBULANCE STATION,OPERATIONAL,,BALLAN,VICTORIA,3342,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.602334,144.228794,,,GAVIC423825106,66 EDOLS STREET,1,3342,BALLAN,5,-37.60231213,144.2288407
141.841866,-37.249518,36,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BALMORAL AMBULANCE STATION,OPERATIONAL,,BALMORAL,VICTORIA,3407,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.249518,141.841866,,,GAVIC414323363,31 BELL STREET,1,3407,BALMORAL,0,-37.24951806,141.841866
144.1720744,-38.04940373,37,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BANNOCKBURN AMBULANCE STATION,OPERATIONAL,,BANNOCKBURN,VICTORIA,3331,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.04940373,144.1720744,,,GAVIC420859871,24 MOORE STREET,2,3331,BANNOCKBURN,0,-38.04940351,144.1720745
146.2651653,-37.84043941,38,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MOUNT BAW BAW AMBULANCE STATION,OPERATIONAL,,BAW BAW VILLAGE,VICTORIA,3833,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.84043941,146.2651653,,,GAVIC425819124,19 CURRAWONG ROAD,0,3833,BAW BAW VILLAGE,18,-37.840584,146.265259
145.2850192,-37.83182831,39,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EAST SRC AMBULANCE STATION,OPERATIONAL,,BAYSWATER NORTH,VICTORIA,3153,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.83182831,145.2850192,,,GAVIC423790207,UNIT 1 640 DORSET ROAD,1,3153,BAYSWATER NORTH,173,-37.83190308,145.2869783
145.3678256,-38.04656583,40,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BEACONSFIELD AMBULANCE STATION,OPERATIONAL,,BEACONSFIELD,VICTORIA,3807,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.04656583,145.3678256,,,GAVIC414633377,10 WOODS STREET,2,3807,BEACONSFIELD,0,-38.04656611,145.3678256
145.5274974,-37.6468552,41,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HEALESVILLE AMBULANCE STATION,OPERATIONAL,,HEALESVILLE,VICTORIA,3777,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.6468552,145.5274974,,HEALESVILLE AMBULANCE STATION,GAVIC419553287,23-25 WESTMOUNT ROAD,1,3777,HEALESVILLE,0,-37.646855,145.527497
144.698782,-36.914875,42,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HEATHCOTE AMBULANCE STATION,OPERATIONAL,,HEATHCOTE,VICTORIA,3523,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.914875,144.698782,,,GAVIC420959706,14 MARSHALL CRESCENT,1,3523,HEATHCOTE,0,-36.9148747,144.6987819
146.7904422,-37.9814679,43,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HEYFIELD AMBULANCE STATION,OPERATIONAL,,HEYFIELD,VICTORIA,3858,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.9814679,146.7904422,,,GAVIC420885838,1 GORDON STREET,1,3858,HEYFIELD,0,-37.98146675,146.7904423
141.626003,-38.13705402,44,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HEYWOOD AMBULANCE STATION,OPERATIONAL,,HEYWOOD,VICTORIA,3304,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.13705402,141.626003,,HEYWOOD AM,GAVIC420635510,15 BARCLAY STREET,1,3304,HEYWOOD,0,-38.13705423,141.626003
144.7328823,-37.6909998,45,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HILLSIDE AMBULANCE STATION,OPERATIONAL,,HILLSIDE,VICTORIA,3037,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.6909998,144.7328823,,,GAVIC424726677,2 BEATTYS ROAD,2,3037,HILLSIDE,0,-37.69099973,144.7328826
142.366067,-35.732072,46,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HOPETOUN AMBULANCE STATION,OPERATIONAL,,HOPETOUN,VICTORIA,3396,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-35.732072,142.366067,,,GAVIC423764559,UNIT 1 6 MITCHELL PLACE,1,3396,HOPETOUN,135,-35.73093913,142.3655103
144.7202434,-37.87614817,47,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HOPPERS CROSSING AMBULANCE STATION,OPERATIONAL,,HOPPERS CROSSING,VICTORIA,3029,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.87614817,144.7202434,,,GAVIC424277895,UNIT 10 3-4 DESIRE PLACE,1,3029,HOPPERS CROSSING,0,-37.8761482,144.7202431
142.202073,-36.718999,48,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HORSHAM AMBULANCE STATION,OPERATIONAL,,HORSHAM,VICTORIA,3400,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.718999,142.202073,,HORSHAM AMBULANCE STATION,GAVIC424590303,42 URQUHART STREET,1,3400,HORSHAM,0,-36.71899828,142.2020727
143.5875,-38.342261,49,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COLAC AMBULANCE STATION,OPERATIONAL,,COLAC,VICTORIA,3250,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.342261,143.5875,,,GAVIC423645955,24-26 RAE STREET,1,3250,COLAC,0,-38.34226079,143.5875002
141.6932709,-37.59941913,50,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COLERAINE AMBULANCE STATION,OPERATIONAL,,COLERAINE,VICTORIA,3315,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.59941913,141.6932709,,,GAVIC414214343,19 HENTY STREET,1,3315,COLERAINE,0,-37.59941921,141.6932708
147.903461,-36.1944458,51,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CORRYONG AMBULANCE STATION,OPERATIONAL,,CORRYONG,VICTORIA,3707,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.1944458,147.903461,,AMBULANCE STATION,GAVIC420116375,20 JARDINE STREET,1,3707,CORRYONG,0,-36.19444585,147.9034608
145.251056,-38.458883,52,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COWES AMBULANCE STATION,OPERATIONAL,,COWES,VICTORIA,3922,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.458883,145.251056,,,GAVIC423729290,14 INDUSTRIAL WAY,1,3922,COWES,0,-38.45888303,145.2510562
144.9178972,-37.59446043,53,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CRAIGIEBURN AMBULANCE STATION,OPERATIONAL,,CRAIGIEBURN,VICTORIA,3064,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.59446043,144.9178972,,,GAVIC425737820,109 LYGON DRIVE,1,3064,CRAIGIEBURN,87,-37.59524742,144.9179091
145.279146,-38.114601,54,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CRANBOURNE AMBULANCE STATION,OPERATIONAL,,CRANBOURNE,VICTORIA,3977,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.114601,145.279146,,,GAVIC424792928,15 GRANT STREET,1,3977,CRANBOURNE,17,-38.11452841,145.2789711
