X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
144.8447248,-37.8360919,27,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ALTONA NORTH POLICE STATION,OPERATIONAL,,ALTONA NORTH,VICTORIA,3025,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.8360919,144.8447248,,,GAVIC420728108,72 COOPER AVENUE,1,3025,ALTONA NORTH,44,-37.83571353,144.8448849
144.1922281,-38.40339864,28,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ANGLESEA POLICE STATION,OPERATIONAL,,ANGLESEA,VICTORIA,3230,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.40339864,144.1922281,,,GAVIC419961338,55 GREAT OCEAN ROAD,1,3230,ANGLESEA,0,-38.40339864,144.1922281
143.6703816,-38.7596644,29,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,APOLLO BAY POLICE STATION,OPERATIONAL,,APOLLO BAY,VICTORIA,3233,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.7596644,143.6703816,,,GAVIC423973401,31 NELSON STREET,1,3233,APOLLO BAY,0,-38.7596644,143.6703816
141.0836185,-36.9670606,30,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,APSLEY POLICE STATION,OPERATIONAL,,APSLEY,VICTORIA,3319,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.9670606,141.0836185,,,GAVIC410750088,17 SPLATT STREET,2,3319,APSLEY,0,-36.9670606,141.0836185
142.9267224,-37.28424319,31,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ARARAT POLICE STATION,OPERATIONAL,,ARARAT,VICTORIA,3377,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.28424319,142.9267224,,,GAVIC421247221,1 LIGAR STREET,1,3377,ARARAT,0,-37.28424319,142.9267224
145.0797097,-37.86287427,32,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ASHBURTON POLICE STATION,OPERATIONAL,,ASHBURTON,VICTORIA,3147,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.86287427,145.0797097,,,GAVIC419729327,1 Y STREET,2,3147,ASHBURTON,0,-37.862874,145.079709
143.4740956,-37.08717014,33,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AVOCA POLICE STATION,OPERATIONAL,,AVOCA,VICTORIA,3467,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.08717014,143.4740956,,AVOCA POLICE STATION,GAVIC425278740,146 HIGH STREET,0,3467,AVOCA,0,-37.08717014,143.4740956
144.859441,-37.75572979,34,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AVONDALE HEIGHTS POLICE STATION,OPERATIONAL,,AVONDALE HEIGHTS,VICTORIA,3034,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.75572979,144.859441,,,GAVIC419726700,162 MILITARY ROAD,2,3034,AVONDALE HEIGHTS,0,-37.755729,144.85944
144.5015679,-36.78699283,35,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AXEDALE POLICE STATION,OPERATIONAL,,AXEDALE,VICTORIA,3551,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.78699283,144.5015679,,,GAVIC421311035,86 MCIVOR HIGHWAY,2,3551,AXEDALE,0,-36.78699283,144.5015679
144.4360205,-37.67578807,36,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BACCHUS MARSH POLICE STATION,OPERATIONAL,,BACCHUS MARSH,VICTORIA,3340,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.67578807,144.4360205,,,GAVIC421637064,119 MAIN STREET,1,3340,BACCHUS MARSH,0,-37.67578806,144.4360205
147.635958,-37.82586394,37,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BAIRNSDALE POLICE STATION,OPERATIONAL,,BAIRNSDALE,VICTORIA,3875,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.82586394,147.635958,,RIVERHILL MOTOR INN,GAVIC424450141,45 MAIN STREET,2,3875,BAIRNSDALE,0,-37.82586394,147.635958
144.2208892,-37.59995117,38,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLAN POLICE STATION,OPERATIONAL,,BALLAN,VICTORIA,3342,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.59995117,144.2208892,,,GAVIC423829408,174-176 INGLIS STREET,1,3342,BALLAN,0,-37.59995116,144.2208892
143.8591192,-37.56418627,39,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLARAT POLICE STATION,OPERATIONAL,,BALLARAT CENTRAL,VICTORIA,3350,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.56418627,143.8591192,,POLICE COMPLEX - BALLARAT,GAVIC425225026,20 DANA STREET,0,3350,BALLARAT CENTRAL,45,-37.56420628,143.8596245
141.8323207,-37.25221014,40,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALMORAL POLICE STATION,OPERATIONAL,,BALMORAL,VICTORIA,3407,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.25221014,141.8323207,,BALMORAL POLICE STATION,GAVIC424746463,78 COLERAINE ROAD,2,3407,BALMORAL,0,-37.25221014,141.8323207
145.5726938,-36.75173151,41,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EUROA POLICE STATION,OPERATIONAL,,EUROA,VICTORIA,3666,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.75173151,145.5726938,,,GAVIC411388308,40 KIRKLAND AVENUE,2,3666,EUROA,0,-36.7517315,145.5726938
147.282684,-36.863572,42,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FALLS CREEK POLICE STATION,OPERATIONAL,,FALLS CREEK,VICTORIA,3699,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.863572,147.282684,,POLICE,GAVIC425668356,19 BOGONG HIGH PLAINS ROAD,1,3699,FALLS CREEK,4,-36.86357348,147.2826347
144.9791316,-37.80222187,43,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FITZROY POLICE STATION,OPERATIONAL,,FITZROY,VICTORIA,3065,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.80222187,144.9791316,,,GAVIC413108290,201 NAPIER STREET,1,3065,FITZROY,69,-37.80212027,144.979901
144.9321498,-37.78511911,44,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FLEMINGTON POLICE STATION,OPERATIONAL,,FLEMINGTON,VICTORIA,3031,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.78511911,144.9321498,,,GAVIC419876644,30 WELLINGTON STREET,2,3031,FLEMINGTON,0,-37.785119,144.932149
144.9013728,-37.80386701,45,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FOOTSCRAY POLICE STATION,OPERATIONAL,,FOOTSCRAY,VICTORIA,3011,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.80386701,144.9013728,,,GAVIC425084870,66 HYDE STREET,0,3011,FOOTSCRAY,0,-37.80386701,144.9013728
143.7166274,-38.52102481,46,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FORREST POLICE STATION,OPERATIONAL,,FORREST,VICTORIA,3236,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.52102481,143.7166274,,,GAVIC411396383,45 STATION STREET,2,3236,FORREST,0,-38.5210248,143.7166274
146.2024355,-38.65214591,47,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FOSTER POLICE STATION,OPERATIONAL,,FOSTER,VICTORIA,3960,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.65214591,146.2024355,,,GAVIC424084764,69-71 MAIN STREET,0,3960,FOSTER,0,-38.6521459,146.2024355
145.124667,-38.13890076,48,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FRANKSTON POLICE STATION,OPERATIONAL,,FRANKSTON,VICTORIA,3199,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.13890076,145.124667,,,GAVIC420996576,15 FLETCHER ROAD,2,3199,FRANKSTON,0,-38.13890073,145.1246668
141.4060271,-37.58532452,49,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CASTERTON POLICE STATION,OPERATIONAL,,CASTERTON,VICTORIA,3311,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.58532452,141.4060271,,,GAVIC414143654,2 JACKSON STREET,1,3311,CASTERTON,0,-37.58532451,141.4060271
144.2193655,-37.0637305,50,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CASTLEMAINE POLICE STATION,OPERATIONAL,,CASTLEMAINE,VICTORIA,3450,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.0637305,144.2193655,,,GAVIC421496005,32 TEMPLETON STREET,2,3450,CASTLEMAINE,0,-37.06373061,144.2193656
145.0232713,-37.88129358,51,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAULFIELD POLICE STATION,OPERATIONAL,,CAULFIELD,VICTORIA,3162,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.88129358,145.0232713,,,GAVIC420310069,285-289 HAWTHORN ROAD,1,3162,CAULFIELD,29,-37.8810353,145.0233112
142.0404104,-37.52720495,52,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAVENDISH POLICE STATION,OPERATIONAL,,CAVENDISH,VICTORIA,3314,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.52720495,142.0404104,,,GAVIC424917194,27 SCOTT STREET,2,3314,CAVENDISH,0,-37.52720495,142.0404104
143.3483735,-36.26960541,53,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHARLTON POLICE STATION,OPERATIONAL,,CHARLTON,VICTORIA,3525,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.26960541,143.3483735,,,GAVIC420631268,12 CAMP STREET,2,3525,CHARLTON,0,-36.2696054,143.3483735
145.1163276,-38.05135574,54,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHELSEA POLICE STATION,OPERATIONAL,,CHELSEA,VICTORIA,3196,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.05135574,145.1163276,,,GAVIC423759061,314-315 STATION STREET,1,3196,CHELSEA,0,-38.05135574,145.1163276
145.0565872,-37.96474396,55,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHELTENHAM POLICE STATION,OPERATIONAL,,CHELTENHAM,VICTORIA,3192,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.96474396,145.0565872,,,GAVIC413906737,1222 NEPEAN HIGHWAY,1,3192,CHELTENHAM,0,-37.96474395,145.0565872
